"region";"tid";"statistikkvariabel";"Folkemengde 1. januar og endringer i kalenderåret, etter region, tid og statistikkvariabel"
"20 Finnmark Finnmárku";"2003";"Døde";701
"20 Finnmark Finnmárku";"2003";"Innflyttinger";2557
"20 Finnmark Finnmárku";"2003";"Utflyttinger";3056
"20 Finnmark Finnmárku";"2004";"Folkemengde";73210
"20 Finnmark Finnmárku";"2004";"Levendefødte";880
"20 Finnmark Finnmárku";"2004";"Døde";639
"20 Finnmark Finnmárku";"2004";"Innflyttinger";2571
"20 Finnmark Finnmárku";"2004";"Utflyttinger";2939
"20 Finnmark Finnmárku";"2005";"Folkemengde";73074
"20 Finnmark Finnmárku";"2005";"Levendefødte";885
"20 Finnmark Finnmárku";"2005";"Døde";600
"20 Finnmark Finnmárku";"2005";"Innflyttinger";2415
"20 Finnmark Finnmárku";"2005";"Utflyttinger";2817
"20 Finnmark Finnmárku";"2006";"Folkemengde";72937
"20 Finnmark Finnmárku";"2006";"Levendefødte";908
"20 Finnmark Finnmárku";"2006";"Døde";646
"20 Finnmark Finnmárku";"2006";"Innflyttinger";2440
"20 Finnmark Finnmárku";"2006";"Utflyttinger";2968
"20 Finnmark Finnmárku";"2007";"Folkemengde";72665
"20 Finnmark Finnmárku";"2007";"Levendefødte";850
"20 Finnmark Finnmárku";"2007";"Døde";676
"20 Finnmark Finnmárku";"2007";"Innflyttinger";2625
"20 Finnmark Finnmárku";"2007";"Utflyttinger";3054
"20 Finnmark Finnmárku";"2008";"Folkemengde";72399
"20 Finnmark Finnmárku";"2008";"Levendefødte";886
"20 Finnmark Finnmárku";"2008";"Døde";637
"20 Finnmark Finnmárku";"2008";"Innflyttinger";2613
"20 Finnmark Finnmárku";"2008";"Utflyttinger";2773
"20 Finnmark Finnmárku";"2009";"Folkemengde";72492
"20 Finnmark Finnmárku";"2009";"Levendefødte";918
"20 Finnmark Finnmárku";"2009";"Døde";637
"20 Finnmark Finnmárku";"2009";"Innflyttinger";2853
"20 Finnmark Finnmárku";"2009";"Utflyttinger";2773
"20 Finnmark Finnmárku";"2010";"Folkemengde";72856
"20 Finnmark Finnmárku";"2010";"Levendefødte";845
"20 Finnmark Finnmárku";"2010";"Døde";677
"20 Finnmark Finnmárku";"2010";"Innflyttinger";3149
"20 Finnmark Finnmárku";"2010";"Utflyttinger";2749
"20 Finnmark Finnmárku";"2011";"Folkemengde";73417
"20 Finnmark Finnmárku";"2011";"Levendefødte";821
"20 Finnmark Finnmárku";"2011";"Døde";689
"20 Finnmark Finnmárku";"2011";"Innflyttinger";3248
"20 Finnmark Finnmárku";"2011";"Utflyttinger";3006
"20 Finnmark Finnmárku";"2012";"Folkemengde";73787
"20 Finnmark Finnmárku";"2012";"Levendefødte";783
"20 Finnmark Finnmárku";"2012";"Døde";625
"20 Finnmark Finnmárku";"2012";"Innflyttinger";3446
"20 Finnmark Finnmárku";"2012";"Utflyttinger";2872
"20 Finnmark Finnmárku";"2013";"Folkemengde";74534
"20 Finnmark Finnmárku";"2013";"Levendefødte";822
"20 Finnmark Finnmárku";"2013";"Døde";642
"20 Finnmark Finnmárku";"2013";"Innflyttinger";3362
"20 Finnmark Finnmárku";"2013";"Utflyttinger";2867
"20 Finnmark Finnmárku";"2014";"Folkemengde";75207
"20 Finnmark Finnmárku";"2014";"Levendefødte";757
"20 Finnmark Finnmárku";"2014";"Døde";661
"20 Finnmark Finnmárku";"2014";"Innflyttinger";3201
"20 Finnmark Finnmárku";"2014";"Utflyttinger";2892
"20 Finnmark Finnmárku";"2015";"Folkemengde";75605
"20 Finnmark Finnmárku";"2015";"Levendefødte";0
"20 Finnmark Finnmárku";"2015";"Døde";0
"20 Finnmark Finnmárku";"2015";"Innflyttinger";0
"20 Finnmark Finnmárku";"2015";"Utflyttinger";0
"21 Svalbard";"1951";"Folkemengde";0
"21 Svalbard";"1951";"Levendefødte";0
"21 Svalbard";"1951";"Døde";0
"21 Svalbard";"1951";"Innflyttinger";0
"21 Svalbard";"1951";"Utflyttinger";0
"21 Svalbard";"1952";"Folkemengde";0
"21 Svalbard";"1952";"Levendefødte";0
"21 Svalbard";"1952";"Døde";0
"21 Svalbard";"1952";"Innflyttinger";0
"21 Svalbard";"1952";"Utflyttinger";0
"21 Svalbard";"1953";"Folkemengde";0
"21 Svalbard";"1953";"Levendefødte";0
"21 Svalbard";"1953";"Døde";0
"21 Svalbard";"1953";"Innflyttinger";0
"21 Svalbard";"1953";"Utflyttinger";0
"21 Svalbard";"1954";"Folkemengde";0
"21 Svalbard";"1954";"Levendefødte";0
"21 Svalbard";"1954";"Døde";0
"21 Svalbard";"1954";"Innflyttinger";0
"21 Svalbard";"1954";"Utflyttinger";0
"21 Svalbard";"1955";"Folkemengde";0
"21 Svalbard";"1955";"Levendefødte";0
"21 Svalbard";"1955";"Døde";0
"21 Svalbard";"1955";"Innflyttinger";0
"21 Svalbard";"1955";"Utflyttinger";0
"21 Svalbard";"1956";"Folkemengde";0
"21 Svalbard";"1956";"Levendefødte";0
"21 Svalbard";"1956";"Døde";0
"21 Svalbard";"1956";"Innflyttinger";0
"21 Svalbard";"1956";"Utflyttinger";0
"21 Svalbard";"1957";"Folkemengde";0
"21 Svalbard";"1957";"Levendefødte";0
"21 Svalbard";"1957";"Døde";0
"21 Svalbard";"1957";"Innflyttinger";0
"21 Svalbard";"1957";"Utflyttinger";0
"21 Svalbard";"1958";"Folkemengde";0
"21 Svalbard";"1958";"Levendefødte";0
"21 Svalbard";"1958";"Døde";0
"21 Svalbard";"1958";"Innflyttinger";0
"21 Svalbard";"1958";"Utflyttinger";0
"21 Svalbard";"1959";"Folkemengde";0
"21 Svalbard";"1959";"Levendefødte";0
"21 Svalbard";"1959";"Døde";0
"21 Svalbard";"1959";"Innflyttinger";0
"21 Svalbard";"1959";"Utflyttinger";0
"21 Svalbard";"1960";"Folkemengde";0
"21 Svalbard";"1960";"Levendefødte";0
"21 Svalbard";"1960";"Døde";0
"21 Svalbard";"1960";"Innflyttinger";0
"21 Svalbard";"1960";"Utflyttinger";0
"21 Svalbard";"1961";"Folkemengde";0
"21 Svalbard";"1961";"Levendefødte";0
"21 Svalbard";"1961";"Døde";0
"21 Svalbard";"1961";"Innflyttinger";0
"21 Svalbard";"1961";"Utflyttinger";0
"21 Svalbard";"1962";"Folkemengde";0
"21 Svalbard";"1962";"Levendefødte";0
"21 Svalbard";"1962";"Døde";0
"21 Svalbard";"1962";"Innflyttinger";0
"21 Svalbard";"1962";"Utflyttinger";0
"21 Svalbard";"1963";"Folkemengde";0
"21 Svalbard";"1963";"Levendefødte";0
"21 Svalbard";"1963";"Døde";0
"21 Svalbard";"1963";"Innflyttinger";0
"21 Svalbard";"1963";"Utflyttinger";0
"21 Svalbard";"1964";"Folkemengde";0
"21 Svalbard";"1964";"Levendefødte";0
"21 Svalbard";"1964";"Døde";0
"21 Svalbard";"1964";"Innflyttinger";0
"21 Svalbard";"1964";"Utflyttinger";0
"21 Svalbard";"1965";"Folkemengde";0
"21 Svalbard";"1965";"Levendefødte";0
"21 Svalbard";"1965";"Døde";0
"21 Svalbard";"1965";"Innflyttinger";0
"21 Svalbard";"1965";"Utflyttinger";0
"21 Svalbard";"1966";"Folkemengde";0
"21 Svalbard";"1966";"Levendefødte";0
"21 Svalbard";"1966";"Døde";0
"21 Svalbard";"1966";"Innflyttinger";0
"21 Svalbard";"1966";"Utflyttinger";0
"21 Svalbard";"1967";"Folkemengde";0
"21 Svalbard";"1967";"Levendefødte";0
"21 Svalbard";"1967";"Døde";0
"21 Svalbard";"1967";"Innflyttinger";0
"21 Svalbard";"1967";"Utflyttinger";0
"21 Svalbard";"1968";"Folkemengde";0
"21 Svalbard";"1968";"Levendefødte";0
"21 Svalbard";"1968";"Døde";0
"21 Svalbard";"1968";"Innflyttinger";0
"21 Svalbard";"1968";"Utflyttinger";0
"21 Svalbard";"1969";"Folkemengde";0
"21 Svalbard";"1969";"Levendefødte";0
"21 Svalbard";"1969";"Døde";0
"21 Svalbard";"1969";"Innflyttinger";0
"21 Svalbard";"1969";"Utflyttinger";0
"21 Svalbard";"1970";"Folkemengde";0
"21 Svalbard";"1970";"Levendefødte";0
"21 Svalbard";"1970";"Døde";0
"21 Svalbard";"1970";"Innflyttinger";0
"21 Svalbard";"1970";"Utflyttinger";0
"21 Svalbard";"1971";"Folkemengde";0
"21 Svalbard";"1971";"Levendefødte";0
"21 Svalbard";"1971";"Døde";0
"21 Svalbard";"1971";"Innflyttinger";0
"21 Svalbard";"1971";"Utflyttinger";0
"21 Svalbard";"1972";"Folkemengde";0
"21 Svalbard";"1972";"Levendefødte";0
"21 Svalbard";"1972";"Døde";0
"21 Svalbard";"1972";"Innflyttinger";0
"21 Svalbard";"1972";"Utflyttinger";0
"21 Svalbard";"1973";"Folkemengde";0
"21 Svalbard";"1973";"Levendefødte";0
"21 Svalbard";"1973";"Døde";0
"21 Svalbard";"1973";"Innflyttinger";0
"21 Svalbard";"1973";"Utflyttinger";0
"21 Svalbard";"1974";"Folkemengde";0
"21 Svalbard";"1974";"Levendefødte";0
"21 Svalbard";"1974";"Døde";0
"21 Svalbard";"1974";"Innflyttinger";0
"21 Svalbard";"1974";"Utflyttinger";0
"21 Svalbard";"1975";"Folkemengde";0
"21 Svalbard";"1975";"Levendefødte";0
"21 Svalbard";"1975";"Døde";0
"21 Svalbard";"1975";"Innflyttinger";0
"21 Svalbard";"1975";"Utflyttinger";0
"21 Svalbard";"1976";"Folkemengde";0
"21 Svalbard";"1976";"Levendefødte";0
"21 Svalbard";"1976";"Døde";0
"21 Svalbard";"1976";"Innflyttinger";0
"21 Svalbard";"1976";"Utflyttinger";0
"21 Svalbard";"1977";"Folkemengde";0
"21 Svalbard";"1977";"Levendefødte";0
"21 Svalbard";"1977";"Døde";0
"21 Svalbard";"1977";"Innflyttinger";0
"21 Svalbard";"1977";"Utflyttinger";0
"21 Svalbard";"1978";"Folkemengde";0
"21 Svalbard";"1978";"Levendefødte";0
"21 Svalbard";"1978";"Døde";0
"21 Svalbard";"1978";"Innflyttinger";0
"21 Svalbard";"1978";"Utflyttinger";0
"21 Svalbard";"1979";"Folkemengde";0
"21 Svalbard";"1979";"Levendefødte";0
"21 Svalbard";"1979";"Døde";0
"21 Svalbard";"1979";"Innflyttinger";0
"21 Svalbard";"1979";"Utflyttinger";0
"21 Svalbard";"1980";"Folkemengde";0
"21 Svalbard";"1980";"Levendefødte";0
"21 Svalbard";"1980";"Døde";0
"21 Svalbard";"1980";"Innflyttinger";0
"21 Svalbard";"1980";"Utflyttinger";0
"21 Svalbard";"1981";"Folkemengde";0
"21 Svalbard";"1981";"Levendefødte";0
"21 Svalbard";"1981";"Døde";0
"21 Svalbard";"1981";"Innflyttinger";0
"21 Svalbard";"1981";"Utflyttinger";0
"21 Svalbard";"1982";"Folkemengde";0
"21 Svalbard";"1982";"Levendefødte";0
"21 Svalbard";"1982";"Døde";0
"21 Svalbard";"1982";"Innflyttinger";0
"21 Svalbard";"1982";"Utflyttinger";0
"21 Svalbard";"1983";"Folkemengde";0
"21 Svalbard";"1983";"Levendefødte";0
"21 Svalbard";"1983";"Døde";0
"21 Svalbard";"1983";"Innflyttinger";0
"21 Svalbard";"1983";"Utflyttinger";0
"21 Svalbard";"1984";"Folkemengde";0
"21 Svalbard";"1984";"Levendefødte";0
"21 Svalbard";"1984";"Døde";0
"21 Svalbard";"1984";"Innflyttinger";0
"21 Svalbard";"1984";"Utflyttinger";0
"21 Svalbard";"1985";"Folkemengde";0
"21 Svalbard";"1985";"Levendefødte";0
"21 Svalbard";"1985";"Døde";0
"21 Svalbard";"1985";"Innflyttinger";0
"21 Svalbard";"1985";"Utflyttinger";0
"21 Svalbard";"1986";"Folkemengde";0
"21 Svalbard";"1986";"Levendefødte";0
"21 Svalbard";"1986";"Døde";0
"21 Svalbard";"1986";"Innflyttinger";0
"21 Svalbard";"1986";"Utflyttinger";0
"21 Svalbard";"1987";"Folkemengde";0
"21 Svalbard";"1987";"Levendefødte";0
"21 Svalbard";"1987";"Døde";0
"21 Svalbard";"1987";"Innflyttinger";0
"21 Svalbard";"1987";"Utflyttinger";0
"21 Svalbard";"1988";"Folkemengde";0
"21 Svalbard";"1988";"Levendefødte";0
"21 Svalbard";"1988";"Døde";0
"21 Svalbard";"1988";"Innflyttinger";0
"21 Svalbard";"1988";"Utflyttinger";0
"21 Svalbard";"1989";"Folkemengde";0
"21 Svalbard";"1989";"Levendefødte";0
"21 Svalbard";"1989";"Døde";0
"21 Svalbard";"1989";"Innflyttinger";0
"21 Svalbard";"1989";"Utflyttinger";0
"21 Svalbard";"1990";"Folkemengde";0
"21 Svalbard";"1990";"Levendefødte";0
"21 Svalbard";"1990";"Døde";0
"21 Svalbard";"1990";"Innflyttinger";0
"21 Svalbard";"1990";"Utflyttinger";0
"21 Svalbard";"1991";"Folkemengde";0
"21 Svalbard";"1991";"Levendefødte";0
"21 Svalbard";"1991";"Døde";0
"21 Svalbard";"1991";"Innflyttinger";0
"21 Svalbard";"1991";"Utflyttinger";0
"21 Svalbard";"1992";"Folkemengde";0
"21 Svalbard";"1992";"Levendefødte";0
"21 Svalbard";"1992";"Døde";0
"21 Svalbard";"1992";"Innflyttinger";0
"21 Svalbard";"1992";"Utflyttinger";0
"21 Svalbard";"1993";"Folkemengde";0
"21 Svalbard";"1993";"Levendefødte";0
"21 Svalbard";"1993";"Døde";0
"21 Svalbard";"1993";"Innflyttinger";0
"21 Svalbard";"1993";"Utflyttinger";0
"21 Svalbard";"1994";"Folkemengde";0
"21 Svalbard";"1994";"Levendefødte";0
"21 Svalbard";"1994";"Døde";0
"21 Svalbard";"1994";"Innflyttinger";0
"21 Svalbard";"1994";"Utflyttinger";0
"21 Svalbard";"1995";"Folkemengde";0
"21 Svalbard";"1995";"Levendefødte";0
"21 Svalbard";"1995";"Døde";0
"21 Svalbard";"1995";"Innflyttinger";0
"21 Svalbard";"1995";"Utflyttinger";0
"21 Svalbard";"1996";"Folkemengde";0
"21 Svalbard";"1996";"Levendefødte";0
"21 Svalbard";"1996";"Døde";0
"21 Svalbard";"1996";"Innflyttinger";0
"21 Svalbard";"1996";"Utflyttinger";0
"21 Svalbard";"1997";"Folkemengde";0
"21 Svalbard";"1997";"Levendefødte";0
"21 Svalbard";"1997";"Døde";0
"21 Svalbard";"1997";"Innflyttinger";0
"21 Svalbard";"1997";"Utflyttinger";0
"21 Svalbard";"1998";"Folkemengde";0
"21 Svalbard";"1998";"Levendefødte";0
"21 Svalbard";"1998";"Døde";0
"21 Svalbard";"1998";"Innflyttinger";0
"21 Svalbard";"1998";"Utflyttinger";0
"21 Svalbard";"1999";"Folkemengde";0
"21 Svalbard";"1999";"Levendefødte";0
"21 Svalbard";"1999";"Døde";0
"21 Svalbard";"1999";"Innflyttinger";0
"21 Svalbard";"1999";"Utflyttinger";0
"21 Svalbard";"2000";"Folkemengde";0
"21 Svalbard";"2000";"Levendefødte";0
"21 Svalbard";"2000";"Døde";0
"21 Svalbard";"2000";"Innflyttinger";0
"21 Svalbard";"2000";"Utflyttinger";0
"21 Svalbard";"2001";"Folkemengde";0
"21 Svalbard";"2001";"Levendefødte";0
"21 Svalbard";"2001";"Døde";0
"21 Svalbard";"2001";"Innflyttinger";0
"21 Svalbard";"2001";"Utflyttinger";0
"21 Svalbard";"2002";"Folkemengde";0
"21 Svalbard";"2002";"Levendefødte";0
"21 Svalbard";"2002";"Døde";0
"21 Svalbard";"2002";"Innflyttinger";0
"21 Svalbard";"2002";"Utflyttinger";0
"21 Svalbard";"2003";"Folkemengde";0
"21 Svalbard";"2003";"Levendefødte";0
"21 Svalbard";"2003";"Døde";0
"21 Svalbard";"2003";"Innflyttinger";0
"21 Svalbard";"2003";"Utflyttinger";0
"21 Svalbard";"2004";"Folkemengde";0
"21 Svalbard";"2004";"Levendefødte";0
"21 Svalbard";"2004";"Døde";0
"21 Svalbard";"2004";"Innflyttinger";0
"21 Svalbard";"2004";"Utflyttinger";0
"21 Svalbard";"2005";"Folkemengde";0
"21 Svalbard";"2005";"Levendefødte";0
"21 Svalbard";"2005";"Døde";0
"21 Svalbard";"2005";"Innflyttinger";0
"21 Svalbard";"2005";"Utflyttinger";0
"21 Svalbard";"2006";"Folkemengde";0
"21 Svalbard";"2006";"Levendefødte";0
"21 Svalbard";"2006";"Døde";0
"21 Svalbard";"2006";"Innflyttinger";0
"21 Svalbard";"2006";"Utflyttinger";0
"21 Svalbard";"2007";"Folkemengde";0
"21 Svalbard";"2007";"Levendefødte";0
"21 Svalbard";"2007";"Døde";0
"21 Svalbard";"2007";"Innflyttinger";0
"21 Svalbard";"2007";"Utflyttinger";0
"21 Svalbard";"2008";"Folkemengde";0
"21 Svalbard";"2008";"Levendefødte";0
"21 Svalbard";"2008";"Døde";0
"21 Svalbard";"2008";"Innflyttinger";0
"21 Svalbard";"2008";"Utflyttinger";0
"21 Svalbard";"2009";"Folkemengde";0
"21 Svalbard";"2009";"Levendefødte";0
"21 Svalbard";"2009";"Døde";0
"21 Svalbard";"2009";"Innflyttinger";0
"21 Svalbard";"2009";"Utflyttinger";0
"21 Svalbard";"2010";"Folkemengde";0
"21 Svalbard";"2010";"Levendefødte";0
"21 Svalbard";"2010";"Døde";0
"21 Svalbard";"2010";"Innflyttinger";0
"21 Svalbard";"2010";"Utflyttinger";0
"21 Svalbard";"2011";"Folkemengde";0
"21 Svalbard";"2011";"Levendefødte";0
"21 Svalbard";"2011";"Døde";0
"21 Svalbard";"2011";"Innflyttinger";0
"21 Svalbard";"2011";"Utflyttinger";0
"21 Svalbard";"2012";"Folkemengde";0
"21 Svalbard";"2012";"Levendefødte";0
"21 Svalbard";"2012";"Døde";0
"21 Svalbard";"2012";"Innflyttinger";0
"21 Svalbard";"2012";"Utflyttinger";0
"21 Svalbard";"2013";"Folkemengde";0
"21 Svalbard";"2013";"Levendefødte";0
"21 Svalbard";"2013";"Døde";0
"21 Svalbard";"2013";"Innflyttinger";0
"21 Svalbard";"2013";"Utflyttinger";0
"21 Svalbard";"2014";"Folkemengde";0
"21 Svalbard";"2014";"Levendefødte";0
"21 Svalbard";"2014";"Døde";0
"21 Svalbard";"2014";"Innflyttinger";0
"21 Svalbard";"2014";"Utflyttinger";0
"21 Svalbard";"2015";"Folkemengde";0
"21 Svalbard";"2015";"Levendefødte";0
"21 Svalbard";"2015";"Døde";0
"21 Svalbard";"2015";"Innflyttinger";0
"21 Svalbard";"2015";"Utflyttinger";0
"22 Jan Mayen";"1951";"Folkemengde";0
"22 Jan Mayen";"1951";"Levendefødte";0
"22 Jan Mayen";"1951";"Døde";0
"22 Jan Mayen";"1951";"Innflyttinger";0
"22 Jan Mayen";"1951";"Utflyttinger";0
"22 Jan Mayen";"1952";"Folkemengde";0
"22 Jan Mayen";"1952";"Levendefødte";0
"22 Jan Mayen";"1952";"Døde";0
"22 Jan Mayen";"1952";"Innflyttinger";0
"22 Jan Mayen";"1952";"Utflyttinger";0
"22 Jan Mayen";"1953";"Folkemengde";0
"22 Jan Mayen";"1953";"Levendefødte";0
"22 Jan Mayen";"1953";"Døde";0
"22 Jan Mayen";"1953";"Innflyttinger";0
"22 Jan Mayen";"1953";"Utflyttinger";0
"22 Jan Mayen";"1954";"Folkemengde";0
"22 Jan Mayen";"1954";"Levendefødte";0
"22 Jan Mayen";"1954";"Døde";0
"22 Jan Mayen";"1954";"Innflyttinger";0
"22 Jan Mayen";"1954";"Utflyttinger";0
"22 Jan Mayen";"1955";"Folkemengde";0
"22 Jan Mayen";"1955";"Levendefødte";0
"22 Jan Mayen";"1955";"Døde";0
"22 Jan Mayen";"1955";"Innflyttinger";0
"22 Jan Mayen";"1955";"Utflyttinger";0
"22 Jan Mayen";"1956";"Folkemengde";0
"22 Jan Mayen";"1956";"Levendefødte";0
"22 Jan Mayen";"1956";"Døde";0
"22 Jan Mayen";"1956";"Innflyttinger";0
"22 Jan Mayen";"1956";"Utflyttinger";0
"22 Jan Mayen";"1957";"Folkemengde";0
"22 Jan Mayen";"1957";"Levendefødte";0
"22 Jan Mayen";"1957";"Døde";0
"22 Jan Mayen";"1957";"Innflyttinger";0
"22 Jan Mayen";"1957";"Utflyttinger";0
"22 Jan Mayen";"1958";"Folkemengde";0
"22 Jan Mayen";"1958";"Levendefødte";0
"22 Jan Mayen";"1958";"Døde";0
"22 Jan Mayen";"1958";"Innflyttinger";0
"22 Jan Mayen";"1958";"Utflyttinger";0
"22 Jan Mayen";"1959";"Folkemengde";0
"22 Jan Mayen";"1959";"Levendefødte";0
"22 Jan Mayen";"1959";"Døde";0
"22 Jan Mayen";"1959";"Innflyttinger";0
"22 Jan Mayen";"1959";"Utflyttinger";0
"22 Jan Mayen";"1960";"Folkemengde";0
"22 Jan Mayen";"1960";"Levendefødte";0
"22 Jan Mayen";"1960";"Døde";0
"22 Jan Mayen";"1960";"Innflyttinger";0
"22 Jan Mayen";"1960";"Utflyttinger";0
"22 Jan Mayen";"1961";"Folkemengde";0
"22 Jan Mayen";"1961";"Levendefødte";0
"22 Jan Mayen";"1961";"Døde";0
"22 Jan Mayen";"1961";"Innflyttinger";0
"22 Jan Mayen";"1961";"Utflyttinger";0
"22 Jan Mayen";"1962";"Folkemengde";0
"22 Jan Mayen";"1962";"Levendefødte";0
"22 Jan Mayen";"1962";"Døde";0
"22 Jan Mayen";"1962";"Innflyttinger";0
"22 Jan Mayen";"1962";"Utflyttinger";0
"22 Jan Mayen";"1963";"Folkemengde";0
"22 Jan Mayen";"1963";"Levendefødte";0
"22 Jan Mayen";"1963";"Døde";0
"22 Jan Mayen";"1963";"Innflyttinger";0
"22 Jan Mayen";"1963";"Utflyttinger";0
"22 Jan Mayen";"1964";"Folkemengde";0
"22 Jan Mayen";"1964";"Levendefødte";0
"22 Jan Mayen";"1964";"Døde";0
"22 Jan Mayen";"1964";"Innflyttinger";0
"22 Jan Mayen";"1964";"Utflyttinger";0
"22 Jan Mayen";"1965";"Folkemengde";0
"22 Jan Mayen";"1965";"Levendefødte";0
"22 Jan Mayen";"1965";"Døde";0
"22 Jan Mayen";"1965";"Innflyttinger";0
"22 Jan Mayen";"1965";"Utflyttinger";0
"22 Jan Mayen";"1966";"Folkemengde";0
"22 Jan Mayen";"1966";"Levendefødte";0
"22 Jan Mayen";"1966";"Døde";0
"22 Jan Mayen";"1966";"Innflyttinger";0
"22 Jan Mayen";"1966";"Utflyttinger";0
"22 Jan Mayen";"1967";"Folkemengde";0
"22 Jan Mayen";"1967";"Levendefødte";0
"22 Jan Mayen";"1967";"Døde";0
"22 Jan Mayen";"1967";"Innflyttinger";0
"22 Jan Mayen";"1967";"Utflyttinger";0
"22 Jan Mayen";"1968";"Folkemengde";0
"22 Jan Mayen";"1968";"Levendefødte";0
"22 Jan Mayen";"1968";"Døde";0
"22 Jan Mayen";"1968";"Innflyttinger";0
"22 Jan Mayen";"1968";"Utflyttinger";0
"22 Jan Mayen";"1969";"Folkemengde";0
"22 Jan Mayen";"1969";"Levendefødte";0
"22 Jan Mayen";"1969";"Døde";0
"22 Jan Mayen";"1969";"Innflyttinger";0
"22 Jan Mayen";"1969";"Utflyttinger";0
"22 Jan Mayen";"1970";"Folkemengde";0
"22 Jan Mayen";"1970";"Levendefødte";0
"22 Jan Mayen";"1970";"Døde";0
"22 Jan Mayen";"1970";"Innflyttinger";0
"22 Jan Mayen";"1970";"Utflyttinger";0
"22 Jan Mayen";"1971";"Folkemengde";0
"22 Jan Mayen";"1971";"Levendefødte";0
"22 Jan Mayen";"1971";"Døde";0
"22 Jan Mayen";"1971";"Innflyttinger";0
"22 Jan Mayen";"1971";"Utflyttinger";0
"22 Jan Mayen";"1972";"Folkemengde";0
"22 Jan Mayen";"1972";"Levendefødte";0
"22 Jan Mayen";"1972";"Døde";0
"22 Jan Mayen";"1972";"Innflyttinger";0
"22 Jan Mayen";"1972";"Utflyttinger";0
"22 Jan Mayen";"1973";"Folkemengde";0
"22 Jan Mayen";"1973";"Levendefødte";0
"22 Jan Mayen";"1973";"Døde";0
"22 Jan Mayen";"1973";"Innflyttinger";0
"22 Jan Mayen";"1973";"Utflyttinger";0
"22 Jan Mayen";"1974";"Folkemengde";0
"22 Jan Mayen";"1974";"Levendefødte";0
"22 Jan Mayen";"1974";"Døde";0
"22 Jan Mayen";"1974";"Innflyttinger";0
"22 Jan Mayen";"1974";"Utflyttinger";0
"22 Jan Mayen";"1975";"Folkemengde";0
"22 Jan Mayen";"1975";"Levendefødte";0
"22 Jan Mayen";"1975";"Døde";0
"22 Jan Mayen";"1975";"Innflyttinger";0
"22 Jan Mayen";"1975";"Utflyttinger";0
"22 Jan Mayen";"1976";"Folkemengde";0
"22 Jan Mayen";"1976";"Levendefødte";0
"22 Jan Mayen";"1976";"Døde";0
"22 Jan Mayen";"1976";"Innflyttinger";0
"22 Jan Mayen";"1976";"Utflyttinger";0
"22 Jan Mayen";"1977";"Folkemengde";0
"22 Jan Mayen";"1977";"Levendefødte";0
"22 Jan Mayen";"1977";"Døde";0
"22 Jan Mayen";"1977";"Innflyttinger";0
"22 Jan Mayen";"1977";"Utflyttinger";0
"22 Jan Mayen";"1978";"Folkemengde";0
"22 Jan Mayen";"1978";"Levendefødte";0
"22 Jan Mayen";"1978";"Døde";0
"22 Jan Mayen";"1978";"Innflyttinger";0
"22 Jan Mayen";"1978";"Utflyttinger";0
"22 Jan Mayen";"1979";"Folkemengde";0
"22 Jan Mayen";"1979";"Levendefødte";0
"22 Jan Mayen";"1979";"Døde";0
"22 Jan Mayen";"1979";"Innflyttinger";0
"22 Jan Mayen";"1979";"Utflyttinger";0
"22 Jan Mayen";"1980";"Folkemengde";0
"22 Jan Mayen";"1980";"Levendefødte";0
"22 Jan Mayen";"1980";"Døde";0
"22 Jan Mayen";"1980";"Innflyttinger";0
"22 Jan Mayen";"1980";"Utflyttinger";0
"22 Jan Mayen";"1981";"Folkemengde";0
"22 Jan Mayen";"1981";"Levendefødte";0
"22 Jan Mayen";"1981";"Døde";0
"22 Jan Mayen";"1981";"Innflyttinger";0
"22 Jan Mayen";"1981";"Utflyttinger";0
"22 Jan Mayen";"1982";"Folkemengde";0
"22 Jan Mayen";"1982";"Levendefødte";0
"22 Jan Mayen";"1982";"Døde";0
"22 Jan Mayen";"1982";"Innflyttinger";0
"22 Jan Mayen";"1982";"Utflyttinger";0
"22 Jan Mayen";"1983";"Folkemengde";0
"22 Jan Mayen";"1983";"Levendefødte";0
"22 Jan Mayen";"1983";"Døde";0
"22 Jan Mayen";"1983";"Innflyttinger";0
"22 Jan Mayen";"1983";"Utflyttinger";0
"22 Jan Mayen";"1984";"Folkemengde";0
"22 Jan Mayen";"1984";"Levendefødte";0
"22 Jan Mayen";"1984";"Døde";0
"22 Jan Mayen";"1984";"Innflyttinger";0
"22 Jan Mayen";"1984";"Utflyttinger";0
"22 Jan Mayen";"1985";"Folkemengde";0
"22 Jan Mayen";"1985";"Levendefødte";0
"22 Jan Mayen";"1985";"Døde";0
"22 Jan Mayen";"1985";"Innflyttinger";0
"22 Jan Mayen";"1985";"Utflyttinger";0
"22 Jan Mayen";"1986";"Folkemengde";0
"22 Jan Mayen";"1986";"Levendefødte";0
"22 Jan Mayen";"1986";"Døde";0
"22 Jan Mayen";"1986";"Innflyttinger";0
"22 Jan Mayen";"1986";"Utflyttinger";0
"22 Jan Mayen";"1987";"Folkemengde";0
"22 Jan Mayen";"1987";"Levendefødte";0
"22 Jan Mayen";"1987";"Døde";0
"22 Jan Mayen";"1987";"Innflyttinger";0
"22 Jan Mayen";"1987";"Utflyttinger";0
"22 Jan Mayen";"1988";"Folkemengde";0
"22 Jan Mayen";"1988";"Levendefødte";0
"22 Jan Mayen";"1988";"Døde";0
